date,price,month,year,day_of_week,100414,100415,100416,100442,100448,100458,100462,100467,100476,101448
2020-11-16,1097.9273679058,11,2020,0,1086.9758962059,1088.1800210143,1097.5513561658,1095.3302709777,1100.2591127862,1103.5725024833,1094.8859217142,1096.1907770112,1101.3249751373,1102.4603303613
2020-11-17,1154.1013214648,11,2020,1,1142.7049133233,1143.8659242322,1153.6776376543,1151.4132332926,1156.411202235,1159.9640346098,1150.8778057728,1152.3486595212,1157.9176711293,1158.8116861778
2020-11-18,1185.9498753212,11,2020,2,1175.8788810015,1175.8788852309,1185.990452192,1182.9446794642,1187.4203156594,1190.7726392737,1182.3943828008,1183.6733679427,1189.3666595436,1189.3996097481
2020-11-19,1191.0426772548,11,2020,3,1179.012725441,1178.2941153372,1190.4087326462,1187.5633280565,1192.7981330523,1195.861590467,1187.1609980253,1189.6198086932,1195.968561862,1194.6852889847
2020-11-20,1307.9627725069,11,2020,4,1295.1708515549,1294.4529176008,1307.4300976861,1304.4822369261,1309.7149023507,1313.426423127,1304.0910601963,1305.8941067342,1312.8639811168,1311.8984827469
2020-11-21,1275.2311105735,11,2020,5,1280.328381248,1270.9099497444,1278.7002171042,1268.9280278453,1273.0399084018,1275.0009229512,1267.406821894,1273.9594278511,1280.521197688,1273.0732794821
2020-11-22,1231.5237100744,11,2020,6,1218.0144771241,1220.7326620768,1230.316357474,1229.1794812678,1235.0258937989,1238.5339162846,1228.4131220996,1231.11294057,1236.3156354715,1237.154317856
2020-11-23,1256.4906945142,11,2020,0,1246.8307880905,1246.8307881832,1256.3305582798,1251.1481946072,1257.8897176949,1260.2366291676,1250.5531758688,1256.5719153845,1262.7341750393,1259.3892695045
2020-11-24,1370.2435806158,11,2020,1,1354.2912281077,1356.3410093407,1368.629354105,1365.3301610201,1372.841600572,1375.5935428749,1364.7867212302,1370.7859015046,1377.3065323203,1374.5456929862
2020-11-25,1370.4343317539,11,2020,2,1367.0965247521,1364.130264137,1373.774572239,1370.528312837,1376.0905268938,1379.6889342131,1369.3890246054,1372.7589368627,1379.7124261703,1377.9952773162
2020-11-26,1386.6335776853,11,2020,3,1381.1043179802,1378.6508454521,1388.9255197563,1384.8442142377,1401.1362387076,1399.1911115621,1383.9457718026,1391.9557343223,1398.6659000415,1400.4018276265
2020-11-27,1288.5973465594,11,2020,4,1283.6834719923,1280.8731989711,1291.0553443632,1287.267817246,1299.2879212792,1297.8241516643,1286.6192307741,1292.7195595992,1298.9904380909,1297.3585507985
2020-11-28,1358.6042973662,11,2020,5,1361.5545832084,1357.2526008703,1363.4716650349,1357.2498772822,1363.502341256,1366.1886108189,1356.0897357559,1361.4249945536,1368.4189937195,1364.976528709
2020-11-29,1199.6398814757,11,2020,6,1197.9162687908,1197.0944470434,1202.9440343777,1199.495266728,1204.7211132187,1207.7271357691,1198.7826540962,1201.9557463515,1207.8206287681,1206.2553991772
2020-11-30,1079.8251931555,11,2020,0,1074.4641516943,1074.4641516979,1081.7357555038,1079.7548311064,1085.3547811334,1087.838248118,1079.0780983418,1082.613965256,1087.9037378817,1086.8158899384
2020-12-01,1046.6603085366,12,2020,1,1038.2154141736,1041.3581284043,1047.7122336652,1047.3958803024,1052.8523912052,1055.6049917626,1047.1146417304,1049.4697192502,1054.2188467462,1054.3607012104
2020-12-02,1068.7400955462,12,2020,2,1060.2274657869,1063.139967832,1069.9545513019,1070.2246145263,1075.0707043929,1078.1231190939,1069.8993275487,1071.1388730591,1075.7970068592,1076.5015169168
2020-12-03,1188.6770872452,12,2020,3,1177.2918559698,1179.9558966725,1189.4590712034,1190.5194127597,1196.0117651071,1199.3195268254,1189.859285312,1191.3106397948,1196.4742934572,1197.6313254496
2020-12-04,1217.6133988725,12,2020,4,1213.976091144,1213.9760911507,1220.5340636612,1218.4440528339,1223.6390226862,1226.8026825301,1217.6407379017,1219.9529760373,1225.5679304922,1225.0976356602
2020-12-05,1230.8544964888,12,2020,5,1231.7347971003,1231.734797042,1235.7534967186,1235.7044132964,1236.950001102,1243.4032620016,1234.7200055818,1227.707116134,1233.5572461966,1240.2128819672
2020-12-06,1178.9039558514,12,2020,6,1178.4822056528,1178.4822058978,1183.2281794659,1183.3711962296,1185.0629961944,1191.0839629718,1182.3402671047,1176.3396268635,1182.0727239192,1188.2699404406
2020-12-07,1192.7533142605,12,2020,0,1186.1594763995,1187.1694087687,1195.3803131079,1195.8554798771,1199.0395765935,1203.897261628,1195.0756816365,1192.5661506371,1198.4314111079,1201.6173972034
2020-12-08,1196.6555687598,12,2020,1,1187.7623986076,1187.7623984857,1198.177924684,1192.5730030366,1201.3136999843,1201.5821698401,1192.2654204002,1204.7770994149,1209.9441599453,1201.2171503856
2020-12-09,1283.2795880609,12,2020,2,1273.4591821768,1273.4591817315,1283.8901067645,1281.4078533393,1288.7643074192,1289.0386418632,1280.7697710349,1291.42180036,1296.4208595012,1287.3000818514
2020-12-10,1387.1594408272,12,2020,3,1377.2309413565,1377.2309411462,1388.0147198184,1384.7827791115,1392.1056278051,1392.8380603663,1384.2572874083,1395.6512696201,1401.2146030703,1390.7958766472
2020-12-11,1404.8387757669,12,2020,4,1404.6135702127,1404.6135937995,1410.2549305496,1408.6378937561,1408.5576285877,1415.1008831339,1408.2245458801,1401.8755173242,1408.8801812297,1410.2278609036
2020-12-12,1380.1401633387,12,2020,5,1385.9969192027,1383.6763158299,1386.6873082202,1383.6388095508,1383.4570885031,1389.4193800917,1382.6718651176,1377.0507332513,1384.1380650993,1384.9117103597
2020-12-13,1369.0061777018,12,2020,6,1362.2453682159,1362.2451088358,1370.7806664707,1368.4382051247,1369.0801702854,1374.6688328148,1367.7991582487,1362.9988804375,1371.8559004152,1370.4596002576
2020-12-14,1290.1192451199,12,2020,0,1285.475062367,1280.8428632069,1292.2591423992,1287.5323209587,1289.1121001842,1293.1921455019,1286.5856408551,1285.737867235,1292.4451345836,1289.8438636377
2020-12-15,1090.255259989,12,2020,1,1086.3868243298,1081.8674703498,1093.133088894,1086.2605624103,1087.959441628,1091.7500795029,1085.9887869236,1086.1587478002,1094.3369122174,1088.8852592641
2020-12-16,1296.5213890637,12,2020,2,1292.0445958048,1287.6917929298,1298.7126081345,1294.4447276661,1297.1871495639,1301.9391794576,1293.2935588154,1292.0245076568,1301.0401757898,1299.7291941143
2020-12-17,1398.7901696355,12,2020,3,1394.4190674446,1391.8604748532,1400.193678577,1398.0929142247,1399.9328781606,1403.7889579889,1397.1908779034,1395.5085993591,1401.9656505639,1401.8785587385
2020-12-18,1349.2693653528,12,2020,4,1343.8708364864,1340.2326849773,1351.7261692209,1348.7446178136,1349.4727994676,1354.4238786753,1347.8783358384,1343.0147781354,1351.8733349874,1351.4015836536
2020-12-19,1310.8341122621,12,2020,5,1308.3235804309,1308.3236120408,1313.6018184863,1309.8185020609,1310.3987762592,1315.7325925181,1309.3428348056,1304.6374761634,1310.307677881,1311.6817097971
2020-12-20,1289.1065647552,12,2020,6,1288.1123209372,1286.8198854063,1292.1337508946,1287.5323191033,1288.3961298692,1293.3009471355,1286.8577616553,1283.2443163349,1291.5270589303,1289.5264785753
2020-12-21,1382.4684858909,12,2020,0,1386.028519152,1381.9426274959,1388.5678923851,1384.3058388629,1385.3814959628,1390.3551390391,1383.3712392251,1380.4266384596,1391.0039087659,1386.4388213632
2020-12-22,1246.7007046798,12,2020,1,1250.7981418295,1247.2402179213,1252.3630230102,1248.0574066744,1249.3006002421,1253.7886175394,1247.1840488676,1244.9177976779,1254.6161185816,1250.3845706399
2020-12-23,1293.5802684316,12,2020,2,1296.2523806123,1293.3957012266,1299.1758097468,1296.3688790687,1296.5115183611,1301.9649998682,1295.571270859,1290.8125733888,1300.2015810329,1297.7154055441
2020-12-24,1401.9722273151,12,2020,3,1401.8944813817,1398.0300730141,1406.2565142796,1401.1577451236,1405.6824167141,1408.4242967105,1400.0917152152,1404.787535691,1414.587287332,1405.6523691925
2020-12-25,1430.4288855603,12,2020,4,1430.3184070837,1427.5731316183,1435.2046144642,1431.4297877429,1434.2046064869,1438.260186063,1430.6046657236,1431.6018781122,1441.040289065,1434.5503362829
2020-12-26,1425.0999749238,12,2020,5,1426.9478225799,1426.4163358929,1430.1788022666,1427.4592081987,1429.8565033508,1434.4535665928,1426.6096524431,1425.5804953443,1434.3044893163,1430.3485609828
2020-12-27,1222.5482831837,12,2020,6,1224.2213038713,1222.9028063249,1226.9174471913,1224.4364252813,1226.4578624726,1230.3454281188,1223.4033937648,1222.9114648045,1230.6948585876,1227.0915538328
2020-12-28,1316.7342883389,12,2020,0,1315.441171505,1312.4206063373,1320.7683719659,1317.5149060858,1320.5984675794,1323.9925057755,1316.6590369167,1318.3050498228,1326.9267227893,1320.6981342011
2020-12-29,1300.9800224045,12,2020,1,1302.8377716923,1299.9968768067,1305.6369335983,1300.2494546745,1304.0290864119,1306.9521988389,1299.5050639041,1302.5383551438,1308.8890307081,1304.3240247721
2020-12-30,1271.2430426239,12,2020,2,1269.7522186862,1267.1527698322,1275.102801139,1271.9088672189,1275.3939964,1278.4414217007,1271.0454293166,1272.6373979945,1280.8137098229,1275.7942052725
2020-12-31,951.998037315,12,2020,3,953.3961434724,953.3519827928,956.1314333653,955.8427997987,955.1685390795,960.1421080053,955.3661882167,948.5996592225,954.4449780352,956.7688978691
2021-01-01,922.8843506371,1,2021,4,923.698785382,923.698784098,926.9000786476,927.4299233511,926.0905794314,931.4518817797,927.047048073,919.1309419865,924.4211324516,927.7336053474
2021-01-02,1151.0214038336,1,2021,5,1149.7250920173,1149.2313300756,1155.5310171478,1157.3196259205,1155.6295323486,1162.5911275106,1156.7065050027,1146.2568568419,1152.8979100216,1157.926443859
2021-01-03,1283.4399168855,1,2021,6,1282.9884739334,1282.2494865817,1288.556660783,1290.9947388087,1289.1171084571,1296.945902551,1289.9745683892,1278.1265872632,1285.6293022759,1291.8832321487
2021-01-04,1336.0313919146,1,2021,0,1335.7408589557,1334.1280751826,1341.5024691373,1343.0211875769,1340.7783734718,1348.5855799072,1342.1413175101,1330.7464251805,1339.1497018374,1343.2326347046
2021-01-05,1297.8487016638,1,2021,1,1299.1642714804,1296.9065501926,1303.4256085873,1303.5203599386,1302.0253534679,1309.1827552075,1302.5357239348,1293.1620742498,1301.8116575153,1304.4235567827
2021-01-06,1266.8391803234,1,2021,2,1267.8676583969,1264.1499017403,1272.5762496524,1269.7647055539,1268.6420896648,1274.4803921705,1269.279996754,1262.8413836151,1272.2856591274,1270.1485371513
2021-01-07,943.5495120215,1,2021,3,941.4607665273,940.0122985706,945.6632790533,943.8581968279,943.3706698331,947.7665597801,943.2505315071,938.2737376791,944.284531476,944.56982147
2021-01-08,1213.2906415613,1,2021,4,1210.4002220408,1206.546869885,1216.287480696,1211.1449823847,1210.7333503437,1215.4888653142,1210.725116072,1206.9690435587,1215.753468476,1211.8082007621
2021-01-09,1249.7939948818,1,2021,5,1244.3672190364,1240.6436195704,1251.3120196059,1244.8650281593,1247.6734140731,1250.0555218577,1244.415223399,1248.3230800289,1256.47503966,1247.3434500443
2021-01-10,1277.8337975003,1,2021,6,1270.5963676405,1267.075777825,1279.1152718039,1273.7769186308,1276.235314053,1279.1272598943,1273.3251985404,1275.9225204162,1283.8167705775,1276.086277088
2021-01-11,1435.9678954157,1,2021,0,1437.326413191,1432.6107839934,1441.2557305426,1434.7642484205,1438.1342362164,1440.9292559823,1433.9061538104,1437.7799219147,1447.7135309084,1437.8523767114
2021-01-12,1411.2533877936,1,2021,1,1410.4561108,1405.4670685963,1415.8153486049,1409.2118052367,1413.3803131108,1415.8149741339,1408.3276898961,1413.7256756985,1423.9149465408,1413.3673477889
2021-01-13,1371.2065477155,1,2021,2,1377.6165289788,1372.4471043019,1378.4861592921,1372.2161913282,1371.8396470893,1377.0681434512,1371.5421076018,1367.3430205944,1378.057741475,1373.0676522339
2021-01-14,1441.3889899164,1,2021,3,1447.314139349,1440.0280265413,1448.5870131549,1441.1036946718,1442.5909827015,1447.0413760524,1440.1039677237,1439.0251814931,1450.9598010114,1443.6254377965
2021-01-15,1432.7461301297,1,2021,4,1441.2121608891,1433.4872558899,1440.5270812997,1431.5456490513,1432.5712835924,1436.8439956084,1430.6918278517,1429.9597657042,1442.412686991,1433.5643178339
2021-01-16,1434.4261767669,1,2021,5,1448.3155425147,1438.7557736643,1443.6567312109,1436.1019950399,1434.9040708955,1440.7460039504,1434.7711924837,1429.7850704901,1441.1938602462,1436.4078048132
2021-01-17,1345.8221726204,1,2021,6,1351.8781905445,1348.0076979119,1352.6664780613,1348.1275941883,1347.9553075826,1353.6442582675,1347.3463042794,1342.0765956372,1352.381378291,1349.445159959
2021-01-18,1336.1136301926,1,2021,0,1352.4499019203,1339.0020471065,1345.8120465137,1335.4104211698,1334.8699905086,1339.1769634897,1333.9231900543,1332.2325460529,1343.6180700774,1335.8065450962
2021-01-19,1282.157759892,1,2021,1,1295.0783621378,1283.7459959823,1290.5804306221,1280.7420699588,1281.6553144079,1285.2597853333,1279.3860262956,1279.4752984459,1290.6455546815,1282.4819676262
2021-01-20,1265.3115571486,1,2021,2,1271.7974733904,1264.5076590844,1272.1349997295,1265.8904096266,1266.2970960863,1270.6295825797,1264.8335792453,1262.4837429721,1272.998694962,1267.3670574183
2021-01-21,1360.9179920928,1,2021,3,1366.2238352773,1359.5635215832,1367.8682434041,1361.893981981,1362.4099197681,1367.2281583227,1360.887331965,1357.8980096902,1368.9044347136,1363.6820432697
2021-01-22,1347.078081015,1,2021,4,1360.019542874,1349.1449985114,1355.8969280565,1346.5794640657,1346.721201556,1350.9906818274,1345.4360350358,1343.3883445374,1354.4504455934,1347.51288774
2021-01-23,1356.0619130765,1,2021,5,1361.3455815373,1357.8014164346,1363.1143639589,1358.1225054341,1357.9289892773,1363.5637468778,1357.7105935666,1352.0134104944,1361.9274723647,1359.0336477729
2021-01-24,1488.689466836,1,2021,6,1494.2778199544,1488.6501954373,1496.1109100402,1492.2808179927,1491.7093555923,1498.0888941409,1491.082915075,1484.5521066408,1495.8709130157,1493.3368014899
2021-01-25,1505.8776281693,1,2021,0,1513.3587640514,1505.4100732186,1513.6810233345,1505.9317416042,1506.0101664789,1511.3439077322,1505.1420789071,1502.3132387801,1511.5476725793,1507.3366107879
2021-01-26,1410.7304440345,1,2021,1,1419.9865036747,1412.289883802,1419.2531453864,1412.8169950661,1410.7952999375,1417.285610055,1411.7124581151,1404.3138448273,1413.517004148,1412.8555561035
2021-01-27,1389.1324903902,1,2021,2,1393.646193221,1388.35699473,1395.9196856341,1393.4605247553,1391.6097620081,1398.2497768658,1392.3599016682,1384.4255555296,1391.7241262385,1393.2357938724
2021-01-28,1408.3429357657,1,2021,3,1412.8615170851,1407.3968233674,1415.7317595516,1415.6667033139,1421.7386980905,1424.1255205862,1413.1574000635,1400.9858168943,1408.9348232317,1421.4147617676
2021-01-29,1396.2617967943,1,2021,4,1401.1045319134,1395.1021234823,1402.9231965832,1399.1480732358,1399.0813690839,1404.8724557651,1397.8257949712,1392.9326026692,1400.5002234048,1400.556942307
2021-01-30,1415.3867453195,1,2021,5,1426.8576799965,1419.6258734227,1423.991325376,1418.6335741069,1416.6668817782,1423.0603755894,1417.397057002,1410.5152589519,1418.1743468047,1418.0244899964
2021-01-31,1252.2176360679,1,2021,6,1255.8209975208,1253.0542901208,1258.2931442131,1256.1675100819,1254.3227040157,1260.595580503,1255.6338369713,1247.4008682179,1253.7999449894,1255.8545076933
2021-02-01,1313.9740975044,2,2021,0,1324.2487129582,1317.5756195051,1321.7594082439,1316.4428728848,1315.1369054612,1321.9334113695,1315.0873974446,1309.2828376472,1316.9494785537,1316.8553450876
2021-02-02,1267.8481346225,2,2021,1,1274.8040094445,1268.0932751625,1274.8070434601,1271.7604363685,1270.009650795,1277.1964393813,1270.3183359382,1263.003218123,1269.9738641225,1271.9202806278
2021-02-03,1280.5869584112,2,2021,2,1283.0043877044,1283.0043878777,1286.6713166868,1286.1349273786,1283.8636902499,1292.0545767597,1285.5578621817,1275.0541898205,1281.4482565579,1286.0441074917
2021-02-04,1316.5269581745,2,2021,3,1319.2983902934,1318.030344827,1322.870098175,1320.1486072286,1318.6380475802,1326.0414261362,1319.6692824066,1311.5802795001,1318.8369898987,1320.363758712
2021-02-05,1303.470984286,2,2021,4,1310.8375531489,1308.2815773291,1310.7245455764,1307.7605453543,1305.5182381653,1313.2355647968,1306.9412860395,1297.6884085013,1304.5901194836,1307.4673206318
2021-02-06,1296.3832362226,2,2021,5,1302.7904696356,1301.0198541372,1303.5527621767,1301.341552681,1298.8394913611,1306.890750945,1300.861820053,1290.1788228062,1296.64506809,1300.8278240428
2021-02-07,1281.5342538177,2,2021,6,1284.9886817623,1282.9760291499,1287.9402375342,1286.7145815568,1284.9637381843,1292.8094779321,1286.136986162,1276.3966101567,1282.4529981213,1286.8193700776
2021-02-08,1291.7746590902,2,2021,0,1296.8072912888,1290.432555224,1298.7606650069,1295.695503199,1294.3269793387,1301.3998214461,1294.5427364065,1287.1851418792,1293.8589898421,1295.9094058026
2021-02-09,1299.0346505517,2,2021,1,1308.097248134,1300.9370842266,1306.6853607181,1300.5050676644,1300.3125707741,1306.2705163704,1299.1851894578,1295.3642412042,1302.7901192954,1301.4801060189
2021-02-10,1298.3051293659,2,2021,2,1302.8426244156,1299.2877798367,1304.7348899408,1299.8980364052,1300.3999917168,1306.431128563,1298.8787040723,1295.0287425485,1302.4713578664,1301.8295902299
2021-02-11,1385.2645452377,2,2021,3,1392.0973818355,1386.1356255555,1392.7506277769,1386.4189044912,1386.6477232483,1392.8632729492,1385.3903922972,1381.0390297196,1392.3487435433,1387.9853114372
2021-02-12,1426.0671547743,2,2021,4,1433.1584041871,1427.4930109873,1433.7663156466,1427.7587068181,1428.0317802744,1434.7445153426,1426.7014900391,1421.9731623686,1430.204059919,1429.5662059739
2021-02-13,1434.2420114363,2,2021,5,1446.0326426554,1437.9843015729,1442.7886569569,1436.5781895275,1436.4459067713,1443.2325897212,1434.9377636034,1430.1897130408,1438.8378294664,1438.0332659984
2021-02-14,1298.0994589424,2,2021,6,1303.9319036986,1298.8875059088,1304.6914554711,1300.980208462,1300.9521578329,1307.6488781971,1299.808748092,1294.2046452906,1301.5960951346,1302.7061372986
2021-02-15,1303.7210210187,2,2021,0,1303.8672800199,1298.9449109535,1307.4676830451,1299.9826453689,1301.3001833407,1306.4282611142,1299.2616426209,1297.600894953,1305.0938417838,1302.0979718376
2021-02-16,1300.5881882609,2,2021,1,1301.7490800846,1296.8318422493,1304.6636710493,1296.1748784393,1296.3770350232,1301.9045608795,1295.6868513377,1293.3556802531,1303.0278990622,1297.5367092214
2021-02-17,1251.0201031501,2,2021,2,1254.5777628115,1249.6076028746,1257.176819072,1253.6097402846,1253.3174886429,1259.7100859387,1252.6538554765,1247.5065294207,1256.7599058299,1254.8101168471
2021-02-18,1354.35068166,2,2021,3,1359.9889292481,1353.8393751052,1361.2074730857,1354.875214611,1355.5152211586,1361.4690332417,1353.9041498258,1350.9492421016,1362.6353423953,1356.8757448409
2021-02-19,1374.8817088436,2,2021,4,1383.2383119119,1376.4382192158,1382.4920038941,1375.3161405259,1375.7083186888,1381.7811834624,1374.3352956188,1371.3010443539,1379.7287301638,1377.0898114667
2021-02-20,1378.5307054627,2,2021,5,1391.2953711958,1381.4136138552,1387.4518598191,1379.180393205,1378.4897698811,1384.6273605542,1378.008457982,1374.1868435317,1382.6105461705,1379.6402632305
2021-02-21,1282.9774438612,2,2021,6,1290.2562217322,1281.5257816097,1288.7370842811,1280.1508384163,1279.4150755889,1285.6006309903,1279.314098887,1274.6099738145,1280.8516565271,1280.9876757549
2021-02-22,1293.3891382926,2,2021,0,1294.4771953392,1290.7992631714,1297.52441706,1291.2717877597,1291.3027298382,1297.8569235857,1290.8458957697,1285.5871961016,1291.768382286,1292.9855206058
2021-02-23,1273.860617494,2,2021,1,1275.5041791476,1270.0629206958,1277.8361032909,1271.1117632279,1271.4532527868,1277.2422779325,1270.1561427548,1267.1641227549,1274.099001821,1272.8375340321
2021-02-24,1305.1922870785,2,2021,2,1316.0260564952,1301.072751365,1314.1900664268,1303.1296042222,1304.505310317,1308.9154121462,1301.5432594849,1302.7084402334,1310.9260770145,1305.206864455
2021-02-25,1281.6884252103,2,2021,3,1290.3396055687,1278.4655230211,1289.005724794,1281.2232551498,1281.6196087938,1286.6812432769,1279.4847202101,1278.899174678,1286.9775729676,1282.8865730257
2021-02-26,1335.9136741199,2,2021,4,1344.9586101741,1333.2664302046,1343.7516011236,1337.0064229535,1336.4934436875,1342.5381501886,1335.3646680719,1332.1191491388,1340.1794518046,1337.9657931924
2021-02-27,1428.809630476,2,2021,5,1439.4631002164,1432.8488343955,1437.1307017542,1430.8276927803,1430.1653315775,1437.2329452695,1429.4264484069,1424.2778519212,1432.7561066943,1432.0363716969
2021-02-28,1356.2716240632,2,2021,6,1364.6855095704,1359.8738135771,1363.9504814966,1359.1789855254,1358.1423817443,1365.4791086491,1358.2652141269,1351.206643075,1358.7917977516,1360.1528523609
2021-03-01,1440.7895823389,3,2021,0,1448.0139291379,1440.1347142252,1447.9986753551,1438.3744791015,1440.839635064,1444.4050619904,1437.5470568245,1439.0030780742,1449.7063120312,1441.0819356652
2021-03-02,1455.4939117592,3,2021,1,1462.3544868134,1452.4126243173,1462.7085655841,1453.5300850124,1455.4448919509,1459.1990805131,1452.4861869177,1453.4869878117,1462.079834851,1455.6982004631
2021-03-03,1387.7229518206,3,2021,2,1393.6690540155,1385.8373946569,1394.6575337375,1387.5354018604,1388.3447297399,1393.0737237161,1386.6886192134,1384.8178473444,1395.8487856957,1389.0656309708
2021-03-04,1479.2748569582,3,2021,3,1486.4881935588,1479.971781682,1486.4128761836,1479.4416965707,1480.3317991677,1485.4803724803,1478.543940268,1475.7622314112,1483.843190991,1481.0430428957
2021-03-05,1386.0951511968,3,2021,4,1403.0387806367,1388.9503489708,1395.786087316,1385.134355135,1384.8356397651,1389.2092254187,1383.8436108257,1382.481707198,1390.5302294037,1384.9901507112
2021-03-06,1352.578387131,3,2021,5,1353.4165023777,1350.7972298042,1356.6436077779,1351.2773773927,1355.8241470145,1358.2585079514,1350.7318791018,1355.7306257285,1361.5901940258,1354.9579718834
2021-03-07,1354.4227602463,3,2021,6,1356.1319860144,1352.8699974449,1358.7873623284,1353.1460855957,1357.2851731634,1359.857927139,1352.5141345191,1357.142510062,1363.1081205593,1356.5646527522
2021-03-08,1294.8697978062,3,2021,0,1302.2129570642,1289.2842779421,1300.631073752,1293.0791241174,1296.4946479239,1298.4111915848,1291.3238026105,1297.4695185062,1303.5203966577,1295.7429936474
2021-03-09,1315.287959775,3,2021,1,1329.2489892027,1317.8819745496,1323.4093518249,1314.7249200705,1315.9150039882,1319.371668823,1313.136468573,1312.8194099997,1320.6118747444,1315.7960015719
2021-03-10,1231.3514655211,3,2021,2,1239.6738923699,1232.5194563489,1237.7726944509,1230.5812336897,1231.9538427939,1235.6491936717,1229.4533105877,1227.7547392422,1234.5162187672,1232.3673258403
2021-03-11,1018.6048186624,3,2021,3,1022.7130544331,1019.0677681649,1023.2713883867,1019.8235911036,1021.0405167242,1024.3339440311,1018.7960525686,1017.0494572767,1024.8756961439,1021.334372588
2021-03-12,1165.0232279711,3,2021,4,1157.4715893397,1152.36933725,1164.7215115385,1158.9299938458,1160.8527675838,1163.7851859801,1157.9232330629,1157.8736965732,1163.1596287554,1160.7484127369
2021-03-13,1264.2703416387,3,2021,5,1262.2095239355,1256.1560614513,1266.8430589682,1260.9179461892,1268.6352893957,1268.2283782248,1259.5566623055,1271.9911890193,1277.2830067616,1266.9775689925
2021-03-14,1174.0730972839,3,2021,6,1171.7176194797,1165.6194335067,1176.1139634634,1170.8198689713,1178.5902220478,1177.9399106923,1169.4687891745,1182.1771873272,1187.0633084255,1176.7983054238
2021-03-15,1351.7502779044,3,2021,0,1357.7794774107,1346.8472726448,1355.8539760365,1344.0291147505,1353.6070992015,1351.1986790194,1342.1784668413,1361.2779617825,1368.0235723905,1350.811250267
2021-03-16,1360.0814564523,3,2021,1,1363.0251484526,1355.5483220473,1363.9511682357,1354.5260639722,1361.6542802733,1361.3590107836,1353.4357824508,1367.4428132626,1373.1631600904,1359.822991295
2021-03-17,1279.385140508,3,2021,2,1279.3494552486,1275.7302250026,1282.836183789,1278.3512946087,1285.1693538393,1285.8570224942,1277.4136763842,1288.6198658092,1292.9508609821,1283.793469414
2021-03-18,1331.1573044072,3,2021,3,1329.7356578465,1324.6971236745,1333.1198338802,1324.4458872061,1343.7853214003,1337.5755151062,1323.9063715943,1341.5041574843,1346.1750243614,1339.0249380142
2021-03-19,1315.3336626092,3,2021,4,1320.635544756,1311.4956655911,1319.1051366346,1309.112828612,1326.3112977162,1320.5601279371,1308.1867385022,1324.6239274581,1329.2750884902,1321.4478824358
2021-03-20,1018.7063366536,3,2021,5,1021.8446435599,1016.0273633742,1021.0076412938,1012.5808865699,1020.5668168195,1018.9103842833,1012.3223987766,1027.5858113162,1030.8570288496,1018.097571808
2021-03-21,1372.01431921,3,2021,6,1375.2401759056,1366.6224684534,1374.8560149025,1364.301005994,1374.7223627838,1372.0813515177,1363.1494591692,1384.5157714467,1388.9779125554,1371.2778692788
2021-03-22,1531.0145094231,3,2021,0,1535.3809222681,1528.6531412279,1535.6907710295,1526.7670989814,1533.9296888197,1534.688473514,1525.6720424288,1537.5596546173,1542.3794295103,1532.1126335926
2021-03-23,1511.492226452,3,2021,1,1516.2221478132,1508.3288735813,1516.0057889421,1506.011220965,1514.1942031013,1514.3185245971,1504.7917733135,1519.2639177705,1524.8399725256,1512.294373306
2021-03-24,1313.4859588737,3,2021,2,1318.6055617546,1312.3844542867,1317.7034938214,1309.140473287,1316.0486022515,1316.385720244,1308.3836013805,1320.0056061079,1324.7816642813,1314.3470390974
2021-03-25,1504.4773474712,3,2021,3,1506.637606978,1501.1394199588,1508.4043779456,1500.4895353102,1508.4025314546,1508.809893661,1499.1575537052,1512.4768338652,1517.9046254938,1506.6329871952
2021-03-26,1526.5135147563,3,2021,4,1530.5334513599,1524.5126392422,1531.157013676,1523.8773664232,1530.8674803401,1531.9987994341,1522.4394572949,1534.0260644202,1539.2748743293,1529.2109974887
2021-03-27,1571.8749479499,3,2021,5,1569.6941134776,1565.4385331455,1573.7883876028,1565.3996513153,1577.2279713121,1575.2587452696,1564.1372023754,1586.2902671043,1591.149622812,1573.9665651474
2021-03-28,1518.5947532031,3,2021,6,1525.2224854942,1511.817804873,1522.8360475581,1510.6308688271,1521.6585077397,1519.0135496478,1508.5343729022,1532.1560231751,1537.5038241093,1518.4679789396
2021-03-29,1484.5552535331,3,2021,0,1490.9894531339,1481.46676556,1489.1477554049,1479.1006367726,1487.414526495,1486.9930016191,1477.3407171697,1493.6804973975,1499.9894360906,1485.2219998601
2021-03-30,1492.5035261804,3,2021,1,1498.2674594276,1489.8670799781,1496.9718583267,1487.6088289326,1495.7436037567,1495.6308510991,1486.0402952113,1501.2903767401,1507.3397096969,1493.4646372501
2021-03-31,1238.111225976,3,2021,2,1241.8432308618,1237.2043313026,1241.6256369149,1234.977189524,1241.7018859517,1242.9996009101,1234.2128711316,1244.890534289,1249.1519025521,1240.4695653334
2021-04-01,1249.4843710443,4,2021,3,1256.1639523156,1249.2478045337,1254.0087431171,1247.3819568106,1253.304407445,1253.5445709829,1246.026846649,1257.3137904093,1262.5109528596,1251.4600878401
2021-04-02,1144.818271149,4,2021,4,1150.3096772294,1144.3763821642,1148.8656586995,1141.1553943982,1147.1986565137,1146.8882690409,1140.4052454422,1151.8619680511,1156.8142956474,1145.2372572147
